co2purify;h2o_ppm;o2_ppm;co_ppm;nox_ppm;cov_ppm;cnhm_ppm;so2_ppm
99.9753378185259;37.66890926294708;22.601345557768248;7.533781852589416;7.533781852589416;3.766890926294708;22.601345557768248;0.03766890926294708
99.94323462264033;21.617311320167364;12.970386792100419;4.3234622640334734;4.3234622640334734;2.1617311320167367;12.970386792100419;0.021617311320167365
99.97978136488587;39.89068244293173;23.934409465759035;7.978136488586345;7.978136488586345;3.9890682442931724;23.934409465759035;0.03989068244293173
99.98282492524372;41.41246262186092;24.84747757311655;8.282492524372184;8.282492524372184;4.141246262186092;24.84747757311655;0.04141246262186092
99.99206914007786;46.03457003893098;27.620742023358588;9.206914007786196;9.206914007786196;4.603457003893098;27.620742023358588;0.04603457003893098
99.97497257467836;37.48628733917717;22.4917724035063;7.497257467835433;7.497257467835433;3.7486287339177164;22.4917724035063;0.037486287339177166
99.96482569540778;32.4128477038911;19.44770862233466;6.48256954077822;6.48256954077822;3.24128477038911;19.44770862233466;0.0324128477038911
99.90415728590504;2.078642952519605;1.247185771511763;0.41572859050392097;0.41572859050392097;0.20786429525196048;1.247185771511763;0.0020786429525196048
99.82382572935305;45.704562388170956;30.469708258780635;15.234854129390317;15.234854129390317;7.617427064695159;30.469708258780635;0.07617427064695159
99.95772790292331;28.863951461656562;17.31837087699394;5.772790292331313;5.772790292331313;2.8863951461656563;17.31837087699394;0.028863951461656562
99.90854030301628;4.270151508136083;2.56209090488165;0.8540303016272166;0.8540303016272166;0.4270151508136083;2.56209090488165;0.004270151508136083
99.95783869170064;28.919345850320454;17.351607510192274;5.783869170064091;5.783869170064091;2.8919345850320455;17.351607510192274;0.028919345850320455
99.88006191809895;11.96284914063762;7.9752327604250794;3.9876163802125397;3.9876163802125397;1.9938081901062699;7.9752327604250794;0.0199380819010627
99.99090325206656;45.45162603328205;27.27097561996923;9.09032520665641;9.09032520665641;4.545162603328205;27.27097561996923;0.04545162603328205
99.97385390394759;36.92695197379538;22.156171184277227;7.385390394759076;7.385390394759076;3.692695197379538;22.156171184277227;0.036926951973795384
99.98503177081577;42.51588540787994;25.509531244727967;8.50317708157599;8.50317708157599;4.251588540787995;25.509531244727967;0.04251588540787995
99.99368297393248;46.8414869662379;28.10489217974274;9.36829739324758;9.36829739324758;4.68414869662379;28.10489217974274;0.046841486966237904
99.90854024842909;4.270124214543691;2.5620745287262148;0.8540248429087383;0.8540248429087383;0.42701242145436913;2.5620745287262148;0.004270124214543691
99.96005831969872;30.0291598493568;18.01749590961408;6.005831969871361;6.005831969871361;3.0029159849356803;18.01749590961408;0.030029159849356803
99.98218014592543;41.09007296271002;24.65404377762601;8.218014592542003;8.218014592542003;4.109007296271002;24.65404377762601;0.04109007296271002
99.95487337893667;27.436689468329305;16.462013680997583;5.487337893665861;5.487337893665861;2.7436689468329307;16.462013680997583;0.027436689468329306
99.96158631881823;30.79315940911523;18.475895645469137;6.158631881823045;6.158631881823045;3.0793159409115227;18.475895645469137;0.03079315940911523
99.91928396089423;9.64198044711228;5.785188268267368;1.928396089422456;1.928396089422456;0.964198044711228;5.785188268267368;0.009641980447112281
99.93525292413005;17.626462065025866;10.57587723901552;3.5252924130051735;3.5252924130051735;1.7626462065025867;10.57587723901552;0.017626462065025866
99.898204213625;1.0774718250090576;0.7183145500060384;0.3591572750030192;0.3591572750030192;0.1795786375015096;0.7183145500060384;0.001795786375015096
99.94051026945276;20.255134726378323;12.153080835826993;4.051026945275664;4.051026945275664;2.025513472637832;12.153080835826993;0.020255134726378323
99.9496743428006;24.837171400299223;14.902302840179534;4.9674342800598446;4.9674342800598446;2.4837171400299223;14.902302840179534;0.024837171400299226
99.91992152748941;9.960763744702655;5.976458246821593;1.992152748940531;1.992152748940531;0.9960763744702655;5.976458246821593;0.009960763744702656
99.91136460386967;5.68230193483597;3.4093811609015825;1.136460386967194;1.136460386967194;0.568230193483597;3.4093811609015825;0.005682301934835971
99.85232461244917;28.605232530499688;19.070155020333125;9.535077510166563;9.535077510166563;4.767538755083281;19.070155020333125;0.047675387550832816
99.92319470961161;11.597354805798771;6.958412883479262;2.3194709611597544;2.3194709611597544;1.1597354805798772;6.958412883479262;0.011597354805798772
99.97406635810667;37.0331790533313;22.21990743199878;7.40663581066626;7.40663581066626;3.70331790533313;22.21990743199878;0.037033179053331304
99.92009113396855;10.045566984276121;6.027340190565673;2.0091133968552244;2.0091133968552244;1.0045566984276122;6.027340190565673;0.010045566984276123
99.95683086033355;28.415430166773582;17.049258100064147;5.683086033354716;5.683086033354716;2.841543016677358;17.049258100064147;0.028415430166773583
